id,type,district,lon,lat,level
N_2671,junction,คันนายาว,100.70111,13.80357,-1
N_2672,junction,บางนา,100.61761,13.66645,-1
N_2673,junction,บางนา,100.62225,13.67101,-1
N_2674,junction,บางกะปิ,100.62098,13.76002,-1
N_2675,junction,บางกะปิ,100.62009,13.76187,-1
N_2676,junction,บางนา,100.63195,13.66256,-1
N_2677,junction,บางนา,100.63311,13.67034,-1
N_2678,junction,พระนคร,100.50411,13.74773,-1
N_2679,junction,พระนคร,100.49633,13.74849,-1
N_268,junction,ลาดพร้าว,100.63725,13.84472,-1
N_2680,junction,สะพานสูง,100.69446,13.76982,-1
N_2681,junction,บางขุนเทียน,100.46643,13.61662,-1
N_2682,junction,บางขุนเทียน,100.46902,13.61661,-1
N_2683,junction,ทุ่งครุ,100.4904,13.65017,-1
N_2684,junction,ทุ่งครุ,100.48281,13.63655,-1
N_2685,junction,สายไหม,100.63592,13.90956,-1
N_2686,junction,สายไหม,100.62618,13.9081,-1
N_2687,junction,ราษฎร์บูรณะ,100.49523,13.66856,-1
N_2688,junction,ราษฎร์บูรณะ,100.49451,13.66872,-1
N_2689,junction,ธนบุรี,100.49354,13.7123,-1
N_269,junction,ลาดพร้าว,100.61894,13.84849,-1
N_2690,junction,ธนบุรี,100.49371,13.71079,-1
N_2691,junction,บางแค,100.42127,13.69841,-1
N_2692,junction,บางแค,100.42357,13.69207,-1
N_2693,junction,บางแค,100.4138,13.73086,-1
N_2694,junction,บางแค,100.41281,13.73448,-1
N_2695,junction,บางแค,100.40702,13.73689,-1
N_2696,junction,ลาดกระบัง,100.84268,13.75332,-1
N_2697,junction,ลาดกระบัง,100.86703,13.75177,-1
N_2698,junction,บางพลัด,100.49042,13.76663,-1
N_2699,junction,บางพลัด,100.48992,13.76742,-1
N_27,junction,สวนหลวง,100.64734,13.74263,-1
N_270,junction,บางบอน,100.41971,13.66627,-1
N_2700,junction,ลาดพร้าว,100.58973,13.84383,-1
N_2701,junction,ห้วยขวาง,100.5736,13.77382,-1
N_2702,junction,ห้วยขวาง,100.58141,13.7591,-1
N_2703,junction,ทุ่งครุ,100.50834,13.63258,-1
N_2704,junction,ทุ่งครุ,100.51447,13.63,-1
N_2705,junction,ดินแดง,100.55678,13.76106,-1
N_2706,junction,ดินแดง,100.55493,13.75601,-1
N_2707,junction,ทวีวัฒนา,100.37075,13.76466,-1
N_2708,junction,ทวีวัฒนา,100.37112,13.76469,-1
N_2709,junction,ดินแดง,100.56664,13.79466,-1
N_271,junction,บางบอน,100.42136,13.65979,-1
N_2710,junction,ตลิ่งชัน,100.45374,13.76442,-1
N_2711,junction,ตลิ่งชัน,100.44857,13.76453,-1
N_2712,junction,ราชเทวี,100.55289,13.75279,-1
N_2713,junction,ราชเทวี,100.5537,13.755,-1
N_2714,junction,บางขุนเทียน,100.46879,13.61254,-1
N_2715,junction,หนองจอก,100.81429,13.86762,-1
N_2716,junction,หนองจอก,100.81481,13.85369,-1
N_2717,junction,หนองจอก,100.86892,13.85617,-1
N_2718,junction,หนองจอก,100.86781,13.85197,-1
N_2719,junction,บางขุนเทียน,100.45022,13.62195,-1
N_272,junction,บางพลัด,100.49174,13.76271,-1
N_2720,junction,ลาดกระบัง,100.78994,13.72394,-1
N_2721,junction,ลาดกระบัง,100.78775,13.71685,-1
N_2722,junction,ปทุมวัน,100.53643,13.74962,-1
N_2723,junction,ปทุมวัน,100.53575,13.7455,-1
N_2724,junction,บางคอแหลม,100.5031,13.70079,-1
N_2725,junction,บางคอแหลม,100.50489,13.69734,-1
N_2726,junction,บางกะปิ,100.65592,13.77049,-1
N_2727,junction,บางกะปิ,100.64809,13.74443,-1
N_2728,junction,บางรัก,100.5243,13.73167,-1
N_2729,junction,ยานนาวา,100.55229,13.68308,-1
N_273,junction,บางพลัด,100.49026,13.76438,-1
N_2730,junction,ยานนาวา,100.54167,13.68505,-1
N_2731,junction,ทวีวัฒนา,100.37135,13.7647,-1
N_2732,junction,ทวีวัฒนา,100.36921,13.79014,-1
N_2733,junction,ทวีวัฒนา,100.38252,13.79291,-1
N_2734,junction,บางขุนเทียน,100.41345,13.60608,-1
N_2735,junction,บางขุนเทียน,100.42373,13.59155,-1
N_2736,junction,ปทุมวัน,100.54793,13.73406,-1
N_2737,junction,ปทุมวัน,100.54764,13.73226,-1
N_2738,junction,สวนหลวง,100.62388,13.71473,-1
N_2739,junction,บางกอกใหญ่,100.47707,13.72916,-1
N_274,junction,ทุ่งครุ,100.48916,13.65615,-1
N_2740,junction,บางกอกใหญ่,100.47641,13.73079,-1
N_2741,junction,บางพลัด,100.49159,13.77071,-1
N_2742,junction,บางพลัด,100.49136,13.76968,-1
N_2743,junction,ยานนาวา,100.54603,13.67785,-1
N_2744,junction,ยานนาวา,100.54994,13.67561,-1
N_2745,junction,บางกอกใหญ่,100.46218,13.735,-1
N_2746,junction,บางกอกใหญ่,100.46952,13.73486,-1
N_2747,junction,ทวีวัฒนา,100.3713,13.76767,-1
N_2748,junction,สายไหม,100.62515,13.90665,-1
N_2749,junction,ประเวศ,100.6923,13.67614,-1
N_275,junction,ทุ่งครุ,100.48906,13.65591,-1
N_2750,junction,ประเวศ,100.68808,13.65827,-1
N_2751,junction,ทวีวัฒนา,100.38173,13.76553,-1
N_2752,junction,ทวีวัฒนา,100.3818,13.76808,-1
N_2753,junction,ทวีวัฒนา,100.33854,13.78176,-1
N_2754,junction,ทวีวัฒนา,100.33903,13.78196,-1
N_2755,junction,สายไหม,100.66035,13.9074,-1
N_2756,junction,ประเวศ,100.69596,13.67747,-1
N_2757,junction,ประเวศ,100.70439,13.67236,-1
N_2758,junction,คลองเตย,100.5971,13.71067,-1
N_2759,junction,คลองเตย,100.59719,13.70707,-1
N_276,junction,ประเวศ,100.68721,13.70524,-1
N_2760,junction,สวนหลวง,100.61151,13.72522,-1
N_2761,junction,สวนหลวง,100.62324,13.7203,-1
N_2762,junction,พระนคร,100.49519,13.75662,-1
N_2763,junction,พระนคร,100.50554,13.75378,-1
N_2764,junction,หนองจอก,100.81991,13.80404,-1
N_2765,junction,บางกอกใหญ่,100.48393,13.74341,-1
N_2766,junction,บางกอกใหญ่,100.48533,13.74103,-1
N_2767,junction,บางกอกใหญ่,100.48909,13.73923,-1
N_2768,junction,บางกอกใหญ่,100.48798,13.74067,-1
N_2769,junction,ทุ่งครุ,100.48723,13.63659,-1
N_277,junction,ประเวศ,100.70079,13.72403,-1
N_2770,junction,ทุ่งครุ,100.49484,13.63725,-1
N_2771,junction,ทวีวัฒนา,100.37902,13.76608,-1
N_2772,junction,ทวีวัฒนา,100.37913,13.76828,-1
N_2773,junction,สายไหม,100.63974,13.93728,-1
N_2774,junction,สายไหม,100.63917,13.93731,-1
N_2775,junction,ทวีวัฒนา,100.36903,13.76657,-1
N_2776,junction,บางพลัด,100.48913,13.78976,-1
N_2777,junction,บางพลัด,100.48868,13.78712,-1
N_2778,junction,ปทุมวัน,100.52215,13.73995,-1
N_2779,junction,ปทุมวัน,100.52015,13.73873,-1
N_278,junction,หนองจอก,100.88941,13.9077,-1
N_2780,junction,บางกอกใหญ่,100.48005,13.74104,-1
N_2781,junction,บางกอกใหญ่,100.47982,13.74278,-1
N_2782,junction,ดอนเมือง,100.60647,13.93914,-1
N_2783,junction,ดอนเมือง,100.56759,13.9507,-1
N_2784,junction,ดอนเมือง,100.60352,13.92859,-1
N_2785,junction,ดอนเมือง,100.58533,13.93341,-1
N_2786,junction,ดอนเมือง,100.60059,13.92312,-1
N_2787,junction,ดอนเมือง,100.56676,13.93305,-1
N_2788,junction,ภาษีเจริญ,100.44665,13.72115,-1
N_2789,junction,ภาษีเจริญ,100.44697,13.71662,-1
N_279,junction,หนองจอก,100.86233,13.91174,-1
N_2790,junction,ทวีวัฒนา,100.37079,13.76775,-1
N_2791,junction,ทวีวัฒนา,100.37083,13.76823,-1
N_2792,junction,บางแค,100.40855,13.74852,-1
N_2793,junction,บางแค,100.40875,13.74694,-1
N_2794,junction,บางซื่อ,100.52638,13.79886,-1
N_2795,junction,บางซื่อ,100.52657,13.80198,-1
N_2796,junction,หลักสี่,100.56558,13.85565,-1
N_2797,junction,หลักสี่,100.58466,13.89038,-1
N_2798,junction,บางคอแหลม,100.49163,13.70037,-1
N_2799,junction,บางคอแหลม,100.49886,13.69986,-1
N_28,junction,ลาดกระบัง,100.86076,13.69699,-1
N_280,junction,บางแค,100.41886,13.73128,-1
N_2800,junction,บางคอแหลม,100.49762,13.68768,-1
N_2801,junction,บางคอแหลม,100.50049,13.6935,-1
N_2802,junction,คลองเตย,100.57626,13.71498,-1
N_2803,junction,คลองเตย,100.57628,13.71248,-1
N_2804,junction,สาทร,100.51765,13.71394,-1
N_2805,junction,สาทร,100.51869,13.71286,-1
N_2806,junction,บางซื่อ,100.52349,13.79962,-1
N_2807,junction,บางซื่อ,100.52408,13.80181,-1
N_2808,junction,ดุสิต,100.53238,13.79822,-1
N_2809,junction,ดุสิต,100.53683,13.79735,-1
N_281,junction,บางแค,100.41928,13.72838,-1
N_2810,junction,ทวีวัฒนา,100.35346,13.78228,-1
N_2811,junction,ทวีวัฒนา,100.35442,13.78282,-1
N_2812,junction,บางพลัด,100.50622,13.79673,-1
N_2813,junction,บางพลัด,100.5055,13.79859,-1
N_2814,junction,บางซื่อ,100.52547,13.81732,-1
N_2815,junction,บางซื่อ,100.53161,13.81886,-1
N_2816,junction,ปทุมวัน,100.54554,13.74382,-1
N_2817,junction,ปทุมวัน,100.54398,13.73473,-1
N_2818,junction,วัฒนา,100.57813,13.72859,-1
N_2819,junction,วัฒนา,100.58072,13.7285,-1
N_282,junction,สายไหม,100.68007,13.89882,-1
N_2820,junction,วัฒนา,100.57819,13.73179,-1
N_2821,junction,วัฒนา,100.58109,13.73141,-1
N_2822,junction,บางซื่อ,100.52958,13.80814,-1
N_2823,junction,บางซื่อ,100.52595,13.80824,-1
N_2824,junction,บางซื่อ,100.52957,13.81004,-1
N_2825,junction,บางซื่อ,100.52967,13.80932,-1
N_2826,junction,บางซื่อ,100.53124,13.79836,-1
N_2827,junction,บางซื่อ,100.53154,13.79915,-1
N_2828,junction,บางคอแหลม,100.49963,13.69782,-1
N_2829,junction,บางคอแหลม,100.49865,13.69575,-1
N_283,junction,สายไหม,100.6818,13.89228,-1
N_2830,junction,บางซื่อ,100.52335,13.82345,-1
N_2831,junction,บางขุนเทียน,100.45427,13.63255,-1
N_2832,junction,บางขุนเทียน,100.45443,13.63649,-1
N_2833,junction,บางซื่อ,100.53157,13.79921,-1
N_2834,junction,บางซื่อ,100.53238,13.80351,-1
N_2835,junction,บางคอแหลม,100.50501,13.70062,-1
N_2836,junction,บางคอแหลม,100.5037,13.70225,-1
N_2837,junction,บางคอแหลม,100.49594,13.69808,-1
N_2838,junction,บางคอแหลม,100.49022,13.69682,-1
N_2839,junction,ดุสิต,100.52757,13.78946,-1
N_284,junction,จอมทอง,100.45986,13.65887,-1
N_2840,junction,ดุสิต,100.53275,13.78737,-1
N_2841,junction,บางนา,100.63375,13.66221,-1
N_2842,junction,บางนา,100.63323,13.65977,-1
N_2843,junction,วัฒนา,100.56125,13.74818,-1
N_2844,junction,วัฒนา,100.55985,13.73756,-1
N_2845,junction,บางซื่อ,100.52857,13.79883,-1
N_2846,junction,บางซื่อ,100.52915,13.80027,-1
N_2847,junction,บางซื่อ,100.52978,13.8018,-1
N_2848,junction,บางซื่อ,100.52986,13.80256,-1
N_2849,junction,ปทุมวัน,100.54634,13.74847,-1
N_285,junction,จอมทอง,100.46088,13.65886,-1
N_2850,junction,วัฒนา,100.56717,13.74199,-1
N_2851,junction,วัฒนา,100.56674,13.73968,-1
N_2852,junction,คลองเตย,100.59041,13.70293,-1
N_2853,junction,คลองเตย,100.59804,13.70533,-1
N_2854,junction,บางคอแหลม,100.49913,13.69291,-1
N_2855,junction,บางคอแหลม,100.49701,13.68796,-1
N_2856,junction,บางซื่อ,100.54144,13.81794,-1
N_2857,junction,บางซื่อ,100.5433,13.81833,-1
N_2858,junction,บางคอแหลม,100.51727,13.6969,-1
N_2859,junction,บางคอแหลม,100.51882,13.69896,-1
N_286,junction,ภาษีเจริญ,100.4341,13.72378,-1
N_2860,junction,บางคอแหลม,100.51854,13.69651,-1
N_2861,junction,บางคอแหลม,100.52109,13.69969,-1
N_2862,junction,บางขุนเทียน,100.45854,13.63265,-1
N_2863,junction,บางขุนเทียน,100.45856,13.63596,-1
N_2864,junction,ดุสิต,100.52244,13.77934,-1
N_2865,junction,บางพลัด,100.50219,13.78061,-1
N_2866,junction,บางพลัด,100.4968,13.78296,-1
N_2867,junction,ดุสิต,100.49967,13.77436,-1
N_2868,junction,ดุสิต,100.5039,13.77287,-1
N_2869,junction,บางซื่อ,100.52777,13.79874,-1
N_287,junction,ภาษีเจริญ,100.43252,13.72227,-1
N_2870,junction,บางซื่อ,100.52763,13.80029,-1
N_2871,junction,บางคอแหลม,100.50062,13.69129,-1
N_2872,junction,บางคอแหลม,100.50209,13.69164,-1
N_2873,junction,ทวีวัฒนา,100.37067,13.76778,-1
N_2874,junction,บางคอแหลม,100.49021,13.69471,-1
N_2875,junction,บางคอแหลม,100.49634,13.69767,-1
N_2876,junction,บางซื่อ,100.53127,13.81132,-1
N_2877,junction,บางคอแหลม,100.50158,13.69076,-1
N_2878,junction,บางคอแหลม,100.49825,13.69233,-1
N_2879,junction,บางคอแหลม,100.49533,13.69243,-1
N_288,junction,สายไหม,100.67046,13.90056,-1
N_2880,junction,บางคอแหลม,100.49674,13.69125,-1
N_2881,junction,บางคอแหลม,100.51363,13.69459,-1
N_2882,junction,บางคอแหลม,100.5118,13.69171,-1
N_2883,junction,บางพลัด,100.47737,13.78174,-1
N_2884,junction,บางพลัด,100.4755,13.78358,-1
N_2885,junction,บางพลัด,100.48275,13.79105,-1
N_2886,junction,บางพลัด,100.48624,13.78948,-1
N_2887,junction,บางคอแหลม,100.51888,13.69041,-1
N_2888,junction,บางคอแหลม,100.51788,13.69092,-1
N_2889,junction,บางคอแหลม,100.50807,13.70237,-1
N_289,junction,สายไหม,100.69041,13.90062,-1
N_2890,junction,บางคอแหลม,100.50397,13.70023,-1
N_2891,junction,บางซื่อ,100.52692,13.82829,-1
N_2892,junction,บางซื่อ,100.52146,13.83312,-1
N_2893,junction,บางคอแหลม,100.49948,13.69547,-1
N_2894,junction,บางคอแหลม,100.50244,13.69825,-1
N_2895,junction,บางแค,100.37528,13.74911,-1
N_2896,junction,บางแค,100.37359,13.74854,-1
N_2897,junction,บางคอแหลม,100.50303,13.6861,-1
N_2898,junction,บางคอแหลม,100.50735,13.69462,-1
N_2899,junction,สาทร,100.51485,13.70535,-1
N_29,junction,ลาดกระบัง,100.85938,13.68973,-1
N_290,junction,จอมทอง,100.45987,13.65883,-1
N_2900,junction,สาทร,100.51605,13.70503,-1
N_2901,junction,ดุสิต,100.51597,13.7664,-1
N_2902,junction,บางซื่อ,100.52828,13.81588,-1
N_2903,junction,บางซื่อ,100.52612,13.81536,-1
N_2904,junction,บางขุนเทียน,100.4625,13.6336,-1
N_2905,junction,บางขุนเทียน,100.4667,13.63854,-1
N_2906,junction,สาทร,100.51982,13.71379,-1
N_2907,junction,สาทร,100.5166,13.71626,-1
N_2908,junction,สวนหลวง,100.64006,13.70508,-1
N_2909,junction,สวนหลวง,100.64253,13.70799,-1
N_291,junction,วังทองหลาง,100.63047,13.76308,-1
N_2910,junction,คลองสาน,100.49791,13.72987,-1
N_2911,junction,คลองสาน,100.50139,13.73243,-1
N_2912,junction,ดุสิต,100.52968,13.7933,-1
N_2913,junction,ดุสิต,100.53462,13.79237,-1
N_2914,junction,บางคอแหลม,100.50221,13.69198,-1
N_2915,junction,บางคอแหลม,100.5041,13.69131,-1
N_2916,junction,ทวีวัฒนา,100.37029,13.76788,-1
N_2917,junction,ทวีวัฒนา,100.3709,13.76952,-1
N_2918,junction,ดินแดง,100.54857,13.76403,-1
N_2919,junction,สาทร,100.5204,13.71374,-1
N_292,junction,วังทองหลาง,100.62364,13.80017,-1
N_2920,junction,สาทร,100.52757,13.71402,-1
N_2921,junction,สาทร,100.53249,13.71745,-1
N_2922,junction,สาทร,100.53765,13.71978,-1
N_2923,junction,ปทุมวัน,100.54077,13.74926,-1
N_2924,junction,ปทุมวัน,100.54002,13.74472,-1
N_2925,junction,ทวีวัฒนา,100.36953,13.76804,-1
N_2926,junction,ทวีวัฒนา,100.36961,13.76931,-1
N_2927,junction,ทวีวัฒนา,100.36919,13.7681,-1
N_2928,junction,ทวีวัฒนา,100.36916,13.76768,-1
N_2929,junction,ดุสิต,100.52438,13.79046,-1
N_293,junction,บางกะปิ,100.62441,13.81732,-1
N_2930,junction,บางซื่อ,100.52573,13.81631,-1
N_2931,junction,บางซื่อ,100.529,13.81717,-1
N_2932,junction,บางรัก,100.53169,13.72644,-1
N_2933,junction,บางรัก,100.52864,13.72516,-1
N_2934,junction,สายไหม,100.6341,13.93332,-1
N_2935,junction,สายไหม,100.63843,13.93386,-1
N_2936,junction,คลองสาน,100.5041,13.71987,-1
N_2937,junction,คลองสาน,100.50215,13.7168,-1
N_2938,junction,ทวีวัฒนา,100.36554,13.76817,-1
N_2939,junction,ทวีวัฒนา,100.36553,13.76862,-1
N_294,junction,ธนบุรี,100.48999,13.73552,-1
N_2940,junction,จตุจักร,100.56633,13.85573,-1
N_2941,junction,ทวีวัฒนา,100.3683,13.76824,-1
N_2942,junction,ทวีวัฒนา,100.36835,13.7688,-1
N_2943,junction,จตุจักร,100.58846,13.81257,-1
N_2944,junction,จตุจักร,100.58728,13.81301,-1
N_2945,junction,ดอนเมือง,100.59469,13.90827,-1
N_2946,junction,จตุจักร,100.57568,13.80138,-1
N_2947,junction,จตุจักร,100.57557,13.80484,-1
N_2948,junction,บางนา,100.62771,13.65652,-1
N_2949,junction,บางนา,100.62756,13.66386,-1
N_295,junction,ธนบุรี,100.48962,13.73694,-1
N_2950,junction,บางรัก,100.52367,13.72394,-1
N_2951,junction,บางรัก,100.52507,13.72036,-1
N_2952,junction,พญาไท,100.56084,13.79503,-1
N_2953,junction,พญาไท,100.54754,13.76418,-1
N_2954,junction,ตลิ่งชัน,100.44895,13.76678,-1
N_2955,junction,จตุจักร,100.56726,13.8111,-1
N_2956,junction,ทวีวัฒนา,100.37112,13.76823,-1
N_2957,junction,ทวีวัฒนา,100.37112,13.7677,-1
N_2958,junction,จตุจักร,100.58433,13.83473,-1
N_2959,junction,จตุจักร,100.59049,13.83496,-1
N_296,junction,บางเขน,100.64024,13.85874,-1
N_2960,junction,บางขุนเทียน,100.45994,13.63583,-1
N_2961,junction,บางขุนเทียน,100.45991,13.63456,-1
N_2962,junction,จตุจักร,100.59097,13.83802,-1
N_2963,junction,จตุจักร,100.58664,13.8382,-1
N_2964,junction,จตุจักร,100.58907,13.82427,-1
N_2965,junction,จตุจักร,100.58294,13.82355,-1
N_2966,junction,บางนา,100.60418,13.68097,-1
N_2967,junction,บางนา,100.60505,13.67764,-1
N_2968,junction,จตุจักร,100.58713,13.82133,-1
N_2969,junction,จตุจักร,100.58924,13.82118,-1
N_297,junction,บางเขน,100.65835,13.85231,-1
N_2970,junction,บางนา,100.63797,13.66757,-1
N_2971,junction,บางนา,100.64388,13.66741,-1
N_2972,junction,บางรัก,100.52499,13.73102,-1
N_2973,junction,บางรัก,100.52399,13.7306,-1
N_2974,junction,ตลิ่งชัน,100.44619,13.74069,-1
N_2975,junction,ตลิ่งชัน,100.4475,13.74456,-1
N_2976,junction,ตลิ่งชัน,100.45221,13.75169,-1
N_2977,junction,ตลิ่งชัน,100.45086,13.75872,-1
N_2978,junction,ทวีวัฒนา,100.3674,13.76845,-1
N_2979,junction,ทวีวัฒนา,100.36727,13.76712,-1
N_298,junction,ธนบุรี,100.48168,13.71212,-1
N_2980,junction,ตลิ่งชัน,100.42277,13.75307,-1
N_2981,junction,ตลิ่งชัน,100.42025,13.74507,-1
N_2982,junction,บางขุนเทียน,100.44907,13.6488,-1
N_2983,junction,บางขุนเทียน,100.45544,13.64889,-1
N_2984,junction,ตลิ่งชัน,100.45646,13.75584,-1
N_2985,junction,ตลิ่งชัน,100.45761,13.75147,-1
N_2986,junction,ตลิ่งชัน,100.41857,13.79114,-1
N_2987,junction,ตลิ่งชัน,100.42047,13.7916,-1
N_2988,junction,ตลิ่งชัน,100.44365,13.78977,-1
N_2989,junction,ตลิ่งชัน,100.44375,13.78728,-1
N_299,junction,ธนบุรี,100.4867,13.71458,-1
N_2990,junction,ทวีวัฒนา,100.36692,13.76854,-1
N_2991,junction,ทวีวัฒนา,100.36688,13.76745,-1
N_2992,junction,ตลิ่งชัน,100.45404,13.763,-1
N_2993,junction,ตลิ่งชัน,100.45083,13.76246,-1
N_2994,junction,ตลิ่งชัน,100.42407,13.75282,-1
N_2995,junction,ตลิ่งชัน,100.42469,13.75764,-1
N_2996,junction,ตลิ่งชัน,100.4187,13.7461,-1
N_2997,junction,ตลิ่งชัน,100.4201,13.75069,-1
N_2998,junction,ตลิ่งชัน,100.44607,13.74986,-1
N_2999,junction,ตลิ่งชัน,100.44531,13.74604,-1
N_3,junction,บางซื่อ,100.53036,13.80509,-1
N_30,junction,หนองแขม,100.3648,13.72631,-1
N_300,junction,สวนหลวง,100.63459,13.71481,-1
N_3000,junction,ตลิ่งชัน,100.43995,13.76436,-1
N_3001,junction,ตลิ่งชัน,100.43773,13.7688,-1
N_3002,junction,ตลิ่งชัน,100.42044,13.74574,-1
N_3003,junction,ตลิ่งชัน,100.44393,13.74699,-1
N_3004,junction,ตลิ่งชัน,100.44428,13.74941,-1
N_3005,junction,ตลิ่งชัน,100.43188,13.76481,-1
N_3006,junction,ตลิ่งชัน,100.43456,13.76423,-1
N_3007,junction,ตลิ่งชัน,100.438,13.74002,-1
N_3008,junction,ตลิ่งชัน,100.43913,13.74403,-1
N_3009,junction,ตลิ่งชัน,100.4272,13.74737,-1
N_301,junction,สวนหลวง,100.63155,13.72743,-1
N_3010,junction,ตลิ่งชัน,100.42126,13.74914,-1
N_3011,junction,ตลิ่งชัน,100.42933,13.75733,-1
N_3012,junction,ตลิ่งชัน,100.428,13.74985,-1
N_3013,junction,ตลิ่งชัน,100.43588,13.75686,-1
N_3014,junction,ตลิ่งชัน,100.4343,13.76114,-1
N_3015,junction,ตลิ่งชัน,100.41772,13.74671,-1
N_3016,junction,ตลิ่งชัน,100.41853,13.74942,-1
N_3017,junction,ตลิ่งชัน,100.42141,13.75014,-1
N_3018,junction,ตลิ่งชัน,100.42058,13.75396,-1
N_3019,junction,ตลิ่งชัน,100.41647,13.75824,-1
N_302,junction,บางกะปิ,100.62121,13.81239,-1
N_3020,junction,ตลิ่งชัน,100.41667,13.76026,-1
N_3021,junction,ตลิ่งชัน,100.42015,13.75425,-1
N_3022,junction,ตลิ่งชัน,100.41721,13.75809,-1
N_3023,junction,ตลิ่งชัน,100.4173,13.7602,-1
N_3024,junction,ตลิ่งชัน,100.41407,13.75334,-1
N_3025,junction,ตลิ่งชัน,100.4192,13.75134,-1
N_3026,junction,ตลิ่งชัน,100.41577,13.7641,-1
N_3027,junction,ตลิ่งชัน,100.41805,13.76384,-1
N_3028,junction,ตลิ่งชัน,100.45947,13.756,-1
N_3029,junction,ตลิ่งชัน,100.45675,13.7546,-1
N_303,junction,บางกะปิ,100.62695,13.80077,-1
N_3030,junction,ตลิ่งชัน,100.44549,13.77284,-1
N_3031,junction,ตลิ่งชัน,100.44366,13.77997,-1
N_3032,junction,ตลิ่งชัน,100.44576,13.77729,-1
N_3033,junction,ตลิ่งชัน,100.44426,13.77676,-1
N_3034,junction,ตลิ่งชัน,100.45215,13.7832,-1
N_3035,junction,ตลิ่งชัน,100.45171,13.78612,-1
N_3036,junction,ตลิ่งชัน,100.4369,13.73997,-1
N_3037,junction,ตลิ่งชัน,100.43832,13.74725,-1
N_3038,junction,ตลิ่งชัน,100.44523,13.75215,-1
N_3039,junction,ตลิ่งชัน,100.44488,13.75676,-1
N_304,junction,บางกะปิ,100.63927,13.80402,-1
N_3040,junction,ตลิ่งชัน,100.45341,13.76686,-1
N_3041,junction,ตลิ่งชัน,100.44768,13.76688,-1
N_3042,junction,ตลิ่งชัน,100.41403,13.75297,-1
N_3043,junction,ตลิ่งชัน,100.41026,13.75401,-1
N_3044,junction,ตลิ่งชัน,100.42924,13.7422,-1
N_3045,junction,ตลิ่งชัน,100.42982,13.74595,-1
N_3046,junction,ตลิ่งชัน,100.42084,13.75789,-1
N_3047,junction,ตลิ่งชัน,100.421,13.76198,-1
N_3048,junction,ตลิ่งชัน,100.45418,13.7807,-1
N_3049,junction,ตลิ่งชัน,100.44896,13.7805,-1
N_305,junction,ลาดพร้าว,100.62442,13.81731,-1
N_3050,junction,ตลิ่งชัน,100.43758,13.73998,-1
N_3051,junction,ตลิ่งชัน,100.43867,13.74416,-1
N_3052,junction,ตลิ่งชัน,100.45709,13.74394,-1
N_3053,junction,ตลิ่งชัน,100.45608,13.74703,-1
N_3054,junction,ตลิ่งชัน,100.44915,13.76675,-1
N_3055,junction,ตลิ่งชัน,100.44958,13.77201,-1
N_3056,junction,ตลิ่งชัน,100.4386,13.74003,-1
N_3057,junction,ตลิ่งชัน,100.43965,13.74396,-1
N_3058,junction,ตลิ่งชัน,100.4554,13.7433,-1
N_3059,junction,ตลิ่งชัน,100.45419,13.74821,-1
N_306,junction,บางกอกน้อย,100.46232,13.7728,-1
N_3060,junction,ตลิ่งชัน,100.44483,13.76498,-1
N_3061,junction,ตลิ่งชัน,100.43301,13.74028,-1
N_3062,junction,ตลิ่งชัน,100.43322,13.74124,-1
N_3063,junction,ตลิ่งชัน,100.45195,13.74369,-1
N_3064,junction,ตลิ่งชัน,100.45191,13.747,-1
N_3065,junction,ตลิ่งชัน,100.44829,13.75932,-1
N_3066,junction,ตลิ่งชัน,100.44872,13.75827,-1
N_3067,junction,บางขุนเทียน,100.45795,13.63602,-1
N_3068,junction,ตลิ่งชัน,100.42566,13.74282,-1
N_3069,junction,ตลิ่งชัน,100.42658,13.74757,-1
N_307,junction,บางกอกน้อย,100.45768,13.77743,-1
N_3070,junction,ตลิ่งชัน,100.44961,13.74767,-1
N_3071,junction,ตลิ่งชัน,100.44954,13.74412,-1
N_3072,junction,ทวีวัฒนา,100.37515,13.76933,-1
N_3073,junction,ทวีวัฒนา,100.37249,13.77032,-1
N_3074,junction,ตลิ่งชัน,100.4485,13.74428,-1
N_3075,junction,ตลิ่งชัน,100.44078,13.76417,-1
N_3076,junction,ตลิ่งชัน,100.42269,13.7439,-1
N_3077,junction,ตลิ่งชัน,100.4237,13.74841,-1
N_3078,junction,ตลิ่งชัน,100.44616,13.74738,-1
N_3079,junction,ตลิ่งชัน,100.44577,13.74509,-1
N_308,junction,จอมทอง,100.4546,13.65915,-1
N_3080,junction,ตลิ่งชัน,100.44041,13.76586,-1
N_3081,junction,ภาษีเจริญ,100.43765,13.7219,-1
N_3082,junction,ภาษีเจริญ,100.43896,13.72366,-1
N_3083,junction,ภาษีเจริญ,100.43847,13.72389,-1
N_3084,junction,ภาษีเจริญ,100.43714,13.72229,-1
N_3085,junction,ภาษีเจริญ,100.45294,13.73669,-1
N_3086,junction,ภาษีเจริญ,100.45275,13.7359,-1
N_3087,junction,ตลิ่งชัน,100.4211,13.75359,-1
N_3088,junction,ตลิ่งชัน,100.41973,13.75086,-1
N_3089,junction,จอมทอง,100.4696,13.66996,-1
N_309,junction,บางขุนเทียน,100.45144,13.61162,-1
N_3090,junction,จอมทอง,100.46776,13.66951,-1
N_3091,junction,บางแค,100.41071,13.70675,-1
N_3092,junction,บางแค,100.41266,13.70712,-1
N_3093,junction,บางแค,100.38205,13.69904,-1
N_3094,junction,บางแค,100.38367,13.69422,-1
