quality_issue_fact_key,district_key,issue_type,severity,entity_type,entity_id,source_layer,source_path,spatial_hash_geohash7,polygon_district_code,review_status,requires_manual_review
e517d55f6e65224f245152dab3d858d1fb777b02aef817611fef9e46cf070ba3,1011,district_spatial_conflict,high,flood_signal,official_risk_point:368,official_risk_point,data/geojson/expo473.geojson,w4rwq7c,,unresolved,1
7d39dc8ee7817a814f97b01bac162dc065bd740d8a7b4d6f29ef2c498a78b10a,1011,district_spatial_conflict,high,flood_signal,official_risk_point:375,official_risk_point,data/geojson/expo473.geojson,w4rwq7d,,unresolved,1
7fc8415b3d9f0281ab0ac3b264043718ea966218f9787d561f6629aeded9b050,1012,district_spatial_conflict,high,flood_signal,official_risk_point:125,official_risk_point,data/geojson/expo473.geojson,w4rmzzu,,unresolved,1
61b0099cc2c17f074f8fb25fedefc114922daca65928ee6c3c4877677da568e8,1012,district_spatial_conflict,high,drainage_asset,pipejack:12,pipejack,data/geojson/pipejack.geojson,w4rmzrr,1028,unresolved,1
ee351af2d865d7dee819757e48a8de0a01f7f7efeaf23aa0687f0c712afb9fdc,1012,district_spatial_conflict,high,flood_signal,road_flood_sensor:FL.STN.03,road_flood_sensor,data/geojson/roadflood.geojson,w4rmzwf,,unresolved,1
813d628882e7002c2170fce2b1200f8cf2bd0d53d6a1ee38af5a79a5de4ba3ec,1012,district_spatial_conflict,high,flood_signal,road_flood_sensor:FL.STN.06,road_flood_sensor,data/geojson/roadflood.geojson,w4rmzzu,,unresolved,1
8034711b33a93a38c286ea0f203b09c24e44503fbfb2e65ac95d2daca8bf67a2,1012,district_spatial_conflict,high,flood_signal,road_flood_sensor:FL.STN.08,road_flood_sensor,data/geojson/roadflood.geojson,w4rmzx4,,unresolved,1
750e5b8cb0f781a6446437455470bf77c5bbe871b49a2b859b31483c3286dbf5,1014,district_spatial_conflict,high,flood_signal,road_flood_sensor:FL.DDG.07,road_flood_sensor,data/geojson/roadflood.geojson,w4rw25v,,unresolved,1
3b854fcebc360296f8e857e5ea0d540cd1a5671de86790577d9cd8d2b968bdf3,1014,district_spatial_conflict,high,flood_signal,road_flood_sensor:TN.DDG.01(OUT),road_flood_sensor,data/geojson/roadflood.geojson,w4rw218,,unresolved,1
36af55215e1274aaf96364d6bf551cd8394eccfb1b6ea7ce4d88a7c6ae447db0,1014,district_spatial_conflict,high,monitoring_location,water_level_station:120,water_level_station,water-data/water_latest_geojson.json,w4rqrzf,,unresolved,1
2206f59b5ca486d8307f4c831a2aaa30172fdd0cbdebc0a6c3fd904cfeca6612,1014,district_spatial_conflict,high,monitoring_location,water_level_station:14,water_level_station,water-data/water_latest_geojson.json,w4rw2r6,,unresolved,1
6e81c082c962c2eb63a16b31b10183898a2048dc5a6d3ccafa1914e8f2525943,1015,district_spatial_conflict,high,drainage_asset,pumpstations:34,pumpstations,data/geojson/pumpstations.geojson,w4rmyth,1024,unresolved,1
627c7583352b63c6152ef07a3579c9c9ba6f95cb38607d31bd16c6f49351b144,1015,district_spatial_conflict,high,drainage_asset,sumps:35,sumps,data/geojson/sumps.geojson,w4rmytj,1024,unresolved,1
0c58377ea99f312fab192346b7c1082ef27753d709f496466c5c59a115b3094b,1016,district_spatial_conflict,high,drainage_asset,canals:3840,canals,data/geojson/canals.geojson,w4rqnq7,1020,unresolved,1
